"DataExtractDate","ReportPeriod","Arrival_Departure","Domestic_International","CargoType","AirCargoTons"
"2018 Apr 18 03:12:41 PM","Nov 2006","Departure","Domestic","Mail","2,001"
"2020 Jun 29 07:20:39 AM","Apr 2020","Arrival","Domestic","Freight","28,969"
"2018 Apr 18 03:12:41 PM","Jul 2011","Arrival","Domestic","Freight","28,133"
"2018 Apr 18 03:12:41 PM","Sep 2006","Departure","International","Mail","2,559"
"2018 Apr 18 03:12:41 PM","Sep 2012","Departure","International","Mail","1,949"
"2018 Apr 18 03:12:41 PM","Feb 2012","Arrival","International","Freight","45,230"
"2018 Apr 18 03:12:41 PM","Jan 2007","Departure","Domestic","Freight","38,566"
"2020 Jul 10 06:01:26 AM","May 2020","Departure","International","Freight","45,852"
"2021 Mar 03 10:48:12 AM","Jan 2021","Departure","Domestic","Freight","39,285"
"2018 Apr 18 03:12:41 PM","Jun 2010","Arrival","Domestic","Mail","1,164"
"2018 Apr 18 03:12:41 PM","Sep 2010","Departure","Domestic","Mail","2,340"
"2018 Apr 18 03:12:41 PM","Nov 2007","Arrival","International","Mail","934"
"2018 Apr 18 03:12:41 PM","May 2008","Departure","International","Mail","1,180"
"2018 Apr 18 03:12:41 PM","Jul 2013","Departure","International","Freight","43,459"
"2020 Oct 27 08:53:01 AM","Aug 2020","Arrival","Domestic","Freight","39,597"
"2019 Apr 29 01:10:30 PM","Sep 2017","Arrival","International","Freight","72,960"
"2019 Jan 30 07:34:09 AM","Dec 2018","Departure","International","Mail","1,246"
"2018 Apr 18 03:12:41 PM","Mar 2016","Departure","International","Freight","50,913"
"2018 Apr 18 03:12:41 PM","Jun 2014","Departure","International","Mail","1,181"
"2021 Jan 10 06:01:37 AM","Jul 2020","Departure","International","Mail","332"
"2018 Apr 18 03:12:41 PM","Mar 2018","Arrival","Domestic","Mail","2,828"
"2018 Apr 18 03:12:41 PM","Jan 2006","Departure","Domestic","Freight","36,702"
"2018 Apr 18 03:12:41 PM","Jan 2017","Departure","Domestic","Freight","32,514"
"2018 Apr 18 03:12:41 PM","May 2016","Departure","International","Mail","1,017"
"2018 Apr 18 03:12:41 PM","Mar 2008","Arrival","International","Freight","51,958"
"2018 Jul 16 02:36:06 PM","Jun 2018","Arrival","International","Mail","1,413"
"2018 Apr 18 03:12:41 PM","Feb 2008","Departure","International","Freight","32,161"
"2018 Apr 18 03:12:41 PM","May 2015","Departure","International","Mail","1,442"
"2018 Apr 18 03:12:41 PM","Jun 2017","Departure","International","Freight","53,675"
"2018 Apr 18 03:12:41 PM","Mar 2006","Departure","International","Mail","1,053"
"2018 Apr 18 03:12:41 PM","Feb 2006","Departure","International","Freight","31,394"
"2018 Apr 18 03:12:41 PM","Mar 2011","Arrival","Domestic","Mail","1,753"
"2018 Apr 18 03:12:41 PM","Jul 2012","Arrival","International","Freight","47,855"
"2018 Apr 18 03:12:41 PM","Sep 2016","Arrival","International","Freight","67,296"
"2019 Apr 10 06:01:25 AM","Mar 2019","Arrival","Domestic","Mail","3,649"
"2019 Apr 29 01:10:30 PM","Sep 2017","Departure","International","Freight","46,819"
"2018 Apr 18 03:12:41 PM","Dec 2009","Arrival","International","Mail","1,064"
"2018 Apr 18 03:12:41 PM","Jun 2007","Arrival","International","Freight","52,102"
"2018 Apr 18 03:12:41 PM","May 2007","Departure","Domestic","Mail","1,649"
"2021 Feb 02 08:17:02 AM","Nov 2020","Departure","Domestic","Freight","38,021"
"2021 Feb 02 08:17:02 AM","Dec 2020","Arrival","International","Freight","85,694"
"2018 Apr 18 03:12:41 PM","Jul 2007","Arrival","International","Mail","706"
"2018 Apr 18 03:12:41 PM","Aug 2015","Arrival","Domestic","Freight","29,341"
"2018 Apr 18 03:12:41 PM","Jun 2006","Arrival","Domestic","Mail","2,078"
"2018 Apr 18 03:12:41 PM","May 2011","Departure","International","Freight","41,927"
"2018 Apr 18 03:12:41 PM","Dec 2006","Departure","International","Mail","1,565"
"2018 Apr 18 03:12:41 PM","Mar 2011","Departure","International","Mail","2,135"
"2018 Apr 18 03:12:41 PM","Dec 2013","Arrival","International","Freight","46,996"
"2018 Apr 18 03:12:41 PM","Apr 2017","Departure","International","Mail","1,003"
"2018 Apr 18 03:12:41 PM","Nov 2009","Arrival","Domestic","Mail","1,435"
"2020 Oct 27 08:53:01 AM","Sep 2020","Departure","International","Mail","454"
"2018 Apr 18 03:12:41 PM","Aug 2008","Departure","International","Mail","1,230"
"2021 Jan 10 06:01:37 AM","Jul 2020","Arrival","International","Mail","1,071"
"2020 Jun 29 07:20:39 AM","May 2020","Arrival","International","Mail","1,273"
"2018 Apr 18 03:12:41 PM","Dec 2014","Arrival","International","Mail","1,135"
"2020 Dec 07 01:58:36 PM","Oct 2020","Departure","Domestic","Mail","5,636"
"2018 Apr 18 03:12:41 PM","Jan 2015","Arrival","International","Freight","54,420"
"2018 Apr 18 03:12:41 PM","May 2008","Arrival","International","Freight","48,942"
"2018 Apr 18 03:12:41 PM","Dec 2014","Departure","International","Freight","41,804"
"2018 Apr 18 03:12:41 PM","Feb 2010","Arrival","Domestic","Mail","1,224"
"2018 Apr 18 03:12:41 PM","Jul 2015","Departure","International","Freight","47,631"
"2021 Jan 10 06:01:37 AM","Oct 2020","Arrival","International","Freight","91,841"
"2020 Jan 02 10:43:42 AM","Nov 2019","Departure","Domestic","Freight","33,348"
"2018 Apr 18 03:12:41 PM","Mar 2012","Arrival","International","Mail","592"
"2018 Apr 18 03:12:41 PM","Feb 2006","Arrival","International","Freight","45,767"
"2020 Apr 29 07:14:24 AM","Mar 2020","Departure","Domestic","Mail","5,096"
"2019 Apr 29 01:10:30 PM","Mar 2018","Departure","International","Freight","57,973"
"2018 Apr 18 03:12:41 PM","May 2009","Arrival","International","Mail","755"
"2018 Apr 18 03:12:41 PM","Dec 2013","Departure","International","Freight","39,704"
"2018 Apr 18 03:12:41 PM","Oct 2017","Departure","International","Mail","1,104"
"2018 Apr 18 03:12:41 PM","May 2011","Arrival","International","Mail","513"
"2018 Apr 18 03:12:41 PM","Feb 2016","Departure","Domestic","Mail","2,480"
"2018 Apr 18 03:12:41 PM","Dec 2008","Departure","International","Mail","1,375"
"2018 Apr 18 03:12:41 PM","Jun 2015","Departure","Domestic","Freight","34,419"
"2018 Jul 11 02:24:22 PM","May 2018","Arrival","International","Mail","1,591"
"2019 Jul 18 06:18:08 AM","Jun 2019","Departure","Domestic","Freight","33,017"
"2020 Feb 28 08:21:30 AM","Jan 2020","Departure","Domestic","Freight","29,697"
"2018 Apr 18 03:12:41 PM","Jan 2012","Arrival","Domestic","Mail","2,014"
"2018 Apr 18 03:12:41 PM","Jul 2011","Departure","Domestic","Freight","29,634"
"2018 Apr 18 03:12:41 PM","Jan 2017","Arrival","International","Freight","60,522"
"2018 Apr 18 03:12:41 PM","Mar 2012","Departure","Domestic","Mail","2,711"
"2018 Apr 18 03:12:41 PM","Oct 2008","Arrival","Domestic","Mail","1,755"
"2018 Apr 18 03:12:41 PM","Jan 2009","Departure","International","Mail","986"
"2018 Apr 18 03:12:41 PM","Apr 2017","Departure","Domestic","Freight","35,882"
"2018 Apr 18 03:12:41 PM","Apr 2010","Departure","International","Mail","1,314"
"2018 Apr 18 03:12:41 PM","Jun 2013","Departure","International","Mail","1,646"
"2018 Apr 18 03:12:41 PM","Sep 2011","Departure","International","Freight","41,014"
"2018 Apr 18 03:12:41 PM","Aug 2014","Departure","International","Freight","47,558"
"2019 Jan 30 07:34:09 AM","Dec 2018","Arrival","Domestic","Mail","4,324"
"2018 Apr 18 03:12:41 PM","Nov 2011","Departure","International","Mail","2,121"
"2018 Apr 18 03:12:41 PM","Mar 2014","Departure","International","Mail","1,149"
"2018 Apr 18 03:12:41 PM","Mar 2009","Arrival","International","Freight","41,191"
"2018 Apr 18 03:12:41 PM","Feb 2010","Departure","Domestic","Mail","2,059"
"2018 Apr 18 03:12:41 PM","Mar 2016","Arrival","International","Mail","1,366"
"2018 Apr 18 03:12:41 PM","Jul 2008","Arrival","International","Freight","51,909"
"2018 Sep 26 09:27:08 AM","Aug 2018","Departure","International","Mail","969"
"2019 Nov 26 01:26:41 PM","Oct 2019","Arrival","Domestic","Freight","29,794"
"2018 Apr 18 03:12:41 PM","Jul 2006","Departure","International","Mail","990"
"2018 Apr 18 03:12:41 PM","Oct 2010","Departure","International","Mail","1,918"
"2019 Apr 29 01:10:30 PM","May 2018","Arrival","International","Freight","79,545"
"2018 Apr 18 03:12:41 PM","Jul 2010","Departure","International","Freight","37,394"
"2018 Apr 18 03:12:41 PM","Feb 2009","Arrival","International","Mail","687"
"2018 Apr 18 03:12:41 PM","Jan 2008","Arrival","Domestic","Freight","31,711"
"2018 Apr 18 03:12:41 PM","Dec 2015","Departure","International","Freight","42,391"
"2018 Apr 18 03:12:41 PM","Nov 2016","Departure","International","Freight","45,862"
"2018 Apr 18 03:12:41 PM","Aug 2009","Departure","International","Mail","937"
"2018 Apr 18 03:12:41 PM","Dec 2006","Arrival","International","Freight","56,553"
"2020 Apr 08 09:58:08 AM","Feb 2020","Departure","International","Mail","708"
"2018 Apr 18 03:12:41 PM","Aug 2014","Departure","Domestic","Mail","2,076"
"2018 Apr 18 03:12:41 PM","Oct 2012","Departure","Domestic","Mail","2,782"
"2019 Apr 29 01:10:30 PM","Feb 2019","Arrival","International","Freight","48,953"
"2018 Apr 18 03:12:41 PM","Jun 2008","Arrival","Domestic","Mail","1,736"
"2018 Apr 18 03:12:41 PM","May 2010","Departure","International","Freight","36,738"
"2018 Apr 18 03:12:41 PM","Oct 2009","Departure","Domestic","Mail","3,758"
"2021 Jan 10 06:01:37 AM","Jul 2020","Arrival","Domestic","Freight","38,586"
"2018 Apr 18 03:12:41 PM","Oct 2012","Departure","International","Mail","2,091"
"2019 Apr 29 01:10:30 PM","Oct 2017","Departure","International","Freight","50,056"
"2018 Apr 18 03:12:41 PM","Apr 2013","Arrival","International","Freight","49,766"
"2018 Apr 18 03:12:41 PM","Oct 2008","Arrival","International","Freight","50,874"
"2018 Apr 18 03:12:41 PM","Apr 2008","Departure","Domestic","Freight","34,579"
"2018 Apr 18 03:12:41 PM","Dec 2008","Arrival","International","Freight","33,879"
"2018 Apr 18 03:12:41 PM","May 2006","Departure","International","Mail","954"
"2018 Apr 18 03:12:41 PM","Apr 2011","Departure","Domestic","Freight","29,879"
"2018 Apr 18 03:12:41 PM","Jan 2009","Departure","Domestic","Mail","2,154"
"2018 Apr 18 03:12:41 PM","May 2007","Departure","Domestic","Freight","40,136"
"2018 Apr 18 03:12:41 PM","Dec 2010","Arrival","Domestic","Mail","2,069"
"2018 Apr 18 03:12:41 PM","Aug 2008","Arrival","International","Freight","49,408"
"2018 Apr 18 03:12:41 PM","Jul 2010","Arrival","International","Freight","60,309"
"2018 Apr 18 03:12:41 PM","Mar 2016","Departure","Domestic","Freight","38,875"
"2018 Nov 25 11:40:39 AM","Oct 2018","Arrival","Domestic","Mail","2,500"
"2018 Apr 18 03:12:41 PM","Aug 2008","Departure","Domestic","Freight","31,244"
"2018 Apr 18 03:12:41 PM","Jan 2012","Departure","Domestic","Freight","29,735"
"2018 Apr 18 03:12:41 PM","Feb 2011","Arrival","International","Freight","37,030"
"2018 Apr 18 03:12:41 PM","Feb 2015","Departure","International","Freight","41,669"
"2019 Apr 29 01:10:30 PM","Mar 2019","Departure","International","Freight","54,239"
"2018 Apr 18 03:12:41 PM","Dec 2008","Arrival","Domestic","Freight","27,395"
"2018 Apr 18 03:12:41 PM","Dec 2017","Departure","Domestic","Mail","6,755"
"2021 Apr 01 09:37:48 AM","Feb 2021","Departure","International","Freight","53,783"
"2018 Apr 18 03:12:41 PM","Aug 2008","Arrival","International","Mail","640"
"2018 Apr 18 03:12:41 PM","Aug 2012","Departure","International","Mail","1,991"
"2018 Apr 18 03:12:41 PM","Aug 2011","Arrival","Domestic","Freight","29,277"
"2018 Apr 18 03:12:41 PM","Sep 2013","Departure","Domestic","Freight","31,506"
"2018 Apr 18 03:12:41 PM","Jul 2015","Arrival","International","Freight","56,583"
"2021 Feb 02 08:17:02 AM","Nov 2020","Arrival","Domestic","Mail","3,361"
"2018 Apr 18 03:12:41 PM","Apr 2010","Arrival","International","Freight","61,520"
"2018 Apr 18 03:12:41 PM","Apr 2008","Departure","Domestic","Mail","2,390"
"2018 Apr 18 03:12:41 PM","Jan 2015","Arrival","Domestic","Mail","2,505"
"2018 Apr 18 03:12:41 PM","Sep 2007","Departure","Domestic","Freight","35,253"
"2018 Apr 18 03:12:41 PM","Mar 2009","Departure","Domestic","Freight","30,555"
"2020 Aug 03 07:35:04 AM","Jun 2020","Departure","International","Mail","630"
"2020 Aug 03 07:35:04 AM","Jun 2020","Arrival","Domestic","Mail","3,911"
"2018 Apr 18 03:12:41 PM","Mar 2007","Arrival","International","Freight","55,684"
"2018 Apr 18 03:12:41 PM","Dec 2015","Arrival","International","Mail","1,633"
"2018 Apr 18 03:12:41 PM","May 2009","Arrival","Domestic","Mail","1,097"
"2018 Apr 18 03:12:41 PM","Sep 2006","Departure","Domestic","Mail","1,870"
"2018 Apr 18 03:12:41 PM","Feb 2011","Departure","International","Mail","1,772"
"2018 Apr 18 03:12:41 PM","May 2017","Arrival","International","Freight","75,062"
"2018 Apr 18 03:12:41 PM","May 2011","Departure","Domestic","Mail","2,523"
"2018 Apr 18 03:12:41 PM","Sep 2011","Arrival","Domestic","Mail","1,687"
"2018 Apr 18 03:12:41 PM","Apr 2013","Arrival","International","Mail","688"
"2018 Apr 18 03:12:41 PM","Jan 2013","Arrival","Domestic","Mail","1,230"
"2018 Apr 18 03:12:41 PM","Sep 2009","Departure","International","Mail","869"
"2018 Apr 18 03:12:41 PM","Apr 2008","Departure","International","Freight","35,880"
"2018 Apr 18 03:12:41 PM","Jan 2006","Departure","International","Freight","31,748"
"2018 Apr 18 03:12:41 PM","Mar 2009","Arrival","International","Mail","686"
"2019 Apr 29 01:10:30 PM","Jan 2019","Arrival","International","Freight","61,347"
"2018 Apr 18 03:12:41 PM","Jun 2010","Arrival","International","Freight","59,813"
"2018 Apr 18 03:12:41 PM","Oct 2016","Arrival","International","Mail","1,319"
"2018 Apr 18 03:12:41 PM","Jun 2014","Departure","Domestic","Mail","1,798"
"2019 Mar 01 11:09:59 AM","Jan 2019","Arrival","Domestic","Freight","31,926"
"2018 Apr 18 03:12:41 PM","Feb 2006","Arrival","International","Mail","564"
"2018 Apr 18 03:12:41 PM","Aug 2016","Arrival","Domestic","Mail","2,543"
"2018 Apr 18 03:12:41 PM","Dec 2012","Arrival","Domestic","Mail","1,196"
"2018 Apr 18 03:12:41 PM","Sep 2011","Departure","Domestic","Mail","2,165"
"2018 Apr 18 03:12:41 PM","Dec 2012","Departure","International","Mail","2,022"
"2018 Apr 18 03:12:41 PM","Jun 2016","Arrival","Domestic","Freight","30,400"
"2018 Apr 18 03:12:41 PM","Nov 2014","Departure","Domestic","Mail","2,542"
"2018 Apr 18 03:12:41 PM","Dec 2009","Departure","Domestic","Mail","3,284"
"2018 Apr 18 03:12:41 PM","Aug 2012","Departure","International","Freight","44,902"
"2018 Apr 18 03:12:41 PM","Jul 2008","Departure","International","Mail","1,122"
"2018 Apr 18 03:12:41 PM","Apr 2014","Arrival","International","Mail","788"
"2018 Apr 18 03:12:41 PM","Dec 2007","Arrival","International","Mail","1,060"
"2018 Apr 18 03:12:41 PM","Jun 2012","Arrival","International","Mail","561"
"2020 Dec 07 01:58:36 PM","Oct 2020","Arrival","Domestic","Freight","39,198"
"2018 Sep 26 09:27:08 AM","Jul 2018","Departure","International","Mail","912"
"2018 Apr 18 03:12:41 PM","Jul 2017","Arrival","Domestic","Freight","30,519"
"2018 Apr 18 03:12:41 PM","Nov 2016","Arrival","Domestic","Freight","33,159"
"2018 Apr 18 03:12:41 PM","Jun 2009","Arrival","Domestic","Freight","25,939"
"2018 Apr 18 03:12:41 PM","Mar 2008","Departure","International","Freight","37,915"
"2018 Apr 18 03:12:41 PM","Aug 2016","Arrival","International","Freight","64,781"
"2018 Apr 18 03:12:41 PM","Jun 2017","Arrival","Domestic","Mail","2,765"
"2018 Apr 18 03:12:41 PM","Dec 2011","Arrival","International","Mail","817"
"2018 Apr 18 03:12:41 PM","May 2012","Arrival","Domestic","Freight","33,063"
"2018 Jul 12 02:24:30 PM","Jun 2018","Departure","Domestic","Mail","3,230"
"2018 Apr 18 03:12:41 PM","Sep 2006","Arrival","International","Mail","557"
"2019 Nov 26 01:26:41 PM","Oct 2019","Arrival","Domestic","Mail","3,917"
"2018 Apr 18 03:12:41 PM","Jul 2009","Departure","International","Freight","33,768"
"2018 Apr 18 03:12:41 PM","Jan 2008","Arrival","International","Mail","1,462"
"2018 Apr 18 03:12:41 PM","Jul 2010","Arrival","Domestic","Mail","1,103"
"2020 Oct 27 08:53:01 AM","Aug 2020","Departure","Domestic","Mail","5,634"
"2018 Apr 18 03:12:41 PM","Aug 2012","Arrival","International","Mail","927"
"2018 Apr 18 03:12:41 PM","Apr 2010","Arrival","International","Mail","524"
"2018 Apr 18 03:12:41 PM","Sep 2009","Arrival","Domestic","Mail","1,242"
"2018 Apr 18 03:12:41 PM","May 2014","Departure","Domestic","Mail","2,207"
"2018 Apr 18 03:12:41 PM","Apr 2009","Departure","Domestic","Freight","29,598"
"2018 Apr 18 03:12:41 PM","Oct 2015","Arrival","International","Mail","1,483"
"2018 Apr 18 03:12:41 PM","Jun 2006","Arrival","International","Freight","53,983"
"2018 Apr 18 03:12:41 PM","Jun 2014","Arrival","Domestic","Freight","29,851"
"2018 Apr 18 03:12:41 PM","Jul 2010","Arrival","Domestic","Freight","30,959"
"2018 Apr 18 03:12:41 PM","Dec 2013","Arrival","International","Mail","1,079"
"2020 Jan 02 10:43:42 AM","Nov 2019","Arrival","Domestic","Freight","29,237"
"2018 Apr 18 03:12:41 PM","Jan 2018","Departure","Domestic","Mail","3,886"
"2018 Apr 18 03:12:41 PM","Sep 2008","Departure","International","Mail","900"
"2020 Jun 29 07:20:39 AM","May 2020","Departure","Domestic","Freight","33,622"
"2018 Apr 18 03:12:41 PM","Jul 2006","Departure","International","Freight","35,693"
"2018 Apr 18 03:12:41 PM","Nov 2011","Departure","Domestic","Mail","2,357"
"2019 Mar 01 11:09:59 AM","Jan 2019","Arrival","International","Mail","1,359"
"2018 Apr 18 03:12:41 PM","May 2016","Arrival","International","Freight","61,988"
"2018 Apr 18 03:12:41 PM","Jan 2010","Departure","Domestic","Freight","29,574"
"2018 Apr 18 03:12:41 PM","Jan 2014","Arrival","International","Freight","43,299"
"2018 Apr 18 03:12:41 PM","Jul 2008","Departure","International","Freight","36,329"
"2020 Jun 29 07:20:39 AM","May 2020","Arrival","Domestic","Mail","3,793"
"2019 Nov 10 06:01:31 AM","Sep 2019","Arrival","Domestic","Freight","27,313"
"2018 Apr 18 03:12:41 PM","Sep 2017","Departure","International","Mail","983"
"2018 Apr 18 03:12:41 PM","Jan 2017","Departure","Domestic","Mail","3,133"
"2018 Apr 18 03:12:41 PM","Jul 2006","Arrival","International","Mail","479"
"2018 Apr 18 03:12:41 PM","Jul 2008","Departure","Domestic","Freight","32,010"
"2018 Apr 18 03:12:41 PM","Jul 2017","Departure","Domestic","Freight","34,142"
"2018 Apr 18 03:12:41 PM","Sep 2013","Arrival","International","Freight","50,327"
"2018 Apr 18 03:12:41 PM","Sep 2013","Arrival","Domestic","Mail","1,816"
"2018 Apr 18 03:12:41 PM","Oct 2016","Arrival","International","Freight","76,266"
"2018 Apr 18 03:12:41 PM","Sep 2007","Departure","International","Mail","1,149"
"2018 Apr 18 03:12:41 PM","Dec 2017","Arrival","Domestic","Mail","4,485"
"2018 Apr 18 03:12:41 PM","May 2015","Arrival","International","Mail","866"
"2018 Apr 18 03:12:41 PM","Jan 2007","Arrival","Domestic","Mail","1,906"
"2018 Apr 18 03:12:41 PM","Apr 2015","Arrival","Domestic","Freight","28,652"
"2018 Apr 18 03:12:41 PM","Aug 2011","Arrival","Domestic","Mail","1,389"
"2018 Apr 18 03:12:41 PM","Jun 2012","Departure","Domestic","Mail","2,928"
"2018 Apr 18 03:12:41 PM","Jul 2015","Departure","International","Mail","1,127"
"2019 Apr 29 01:10:30 PM","Mar 2019","Arrival","International","Mail","1,465"
"2018 Apr 18 03:12:41 PM","Jul 2015","Departure","Domestic","Freight","35,797"
"2020 Jun 01 07:57:59 AM","Apr 2020","Departure","International","Mail","791"
"2018 Apr 18 03:12:41 PM","Jan 2018","Arrival","International","Mail","1,849"
"2018 Apr 18 03:12:41 PM","Sep 2012","Arrival","International","Mail","592"
"2018 Apr 18 03:12:41 PM","Jul 2014","Arrival","International","Freight","55,234"
"2018 Apr 18 03:12:41 PM","Jan 2017","Arrival","Domestic","Freight","29,086"
"2018 Apr 18 03:12:41 PM","Mar 2007","Arrival","Domestic","Freight","42,067"
"2019 Sep 27 07:57:24 AM","Aug 2019","Arrival","Domestic","Mail","3,812"
"2018 Apr 18 03:12:41 PM","Aug 2007","Departure","Domestic","Mail","1,389"
"2018 Apr 18 03:12:41 PM","Apr 2009","Departure","International","Freight","27,802"
"2020 Feb 28 08:21:30 AM","Jan 2020","Arrival","International","Freight","63,828"
"2018 Apr 18 03:12:41 PM","Jan 2006","Arrival","Domestic","Mail","3,209"
"2018 Apr 18 03:12:41 PM","Nov 2016","Departure","Domestic","Freight","36,564"
"2018 Apr 18 03:12:41 PM","Aug 2016","Departure","International","Freight","46,930"
"2018 Apr 18 03:12:41 PM","May 2009","Arrival","International","Freight","40,720"
"2020 Apr 29 07:14:24 AM","Mar 2020","Arrival","International","Freight","67,748"
"2018 Apr 18 03:12:41 PM","Dec 2015","Departure","Domestic","Freight","39,971"
"2018 Apr 18 03:12:41 PM","Oct 2016","Departure","International","Mail","1,040"
"2018 Apr 18 03:12:41 PM","Dec 2016","Departure","International","Freight","47,441"
"2018 Apr 18 03:12:41 PM","Feb 2013","Departure","Domestic","Mail","1,431"
"2020 Jun 01 07:57:59 AM","Apr 2020","Arrival","Domestic","Mail","4,571"
"2019 Nov 10 06:01:31 AM","Sep 2019","Arrival","Domestic","Mail","3,351"
"2018 Apr 18 03:12:41 PM","Jun 2011","Departure","Domestic","Mail","2,388"
"2018 Apr 18 03:12:41 PM","Jan 2016","Departure","Domestic","Mail","2,943"
"2018 Apr 18 03:12:41 PM","Nov 2006","Departure","International","Freight","33,557"
"2018 Apr 18 03:12:41 PM","Mar 2011","Departure","Domestic","Mail","2,678"
"2018 Dec 26 06:52:40 AM","Nov 2018","Arrival","International","Mail","2,104"
"2018 Apr 18 03:12:41 PM","Apr 2017","Departure","International","Freight","45,850"
"2018 Apr 18 03:12:41 PM","Aug 2017","Arrival","International","Mail","1,580"
"2018 Apr 18 03:12:41 PM","Sep 2009","Departure","Domestic","Mail","1,814"
"2018 Apr 18 03:12:41 PM","Aug 2006","Arrival","International","Freight","57,072"
"2018 Apr 18 03:12:41 PM","May 2009","Departure","Domestic","Mail","1,711"
"2018 Apr 18 03:12:41 PM","Jan 2015","Departure","International","Freight","45,791"
"2018 Jul 16 02:36:06 PM","Jun 2018","Arrival","Domestic","Freight","28,414"
"2018 Apr 18 03:12:41 PM","Oct 2016","Arrival","Domestic","Freight","34,499"
"2018 Apr 18 03:12:41 PM","Sep 2017","Arrival","International","Mail","1,589"
"2018 Apr 18 03:12:41 PM","Feb 2011","Arrival","International","Mail","492"
"2018 Apr 18 03:12:41 PM","Dec 2013","Arrival","Domestic","Freight","31,540"
"2020 Aug 03 07:35:04 AM","Jun 2020","Arrival","Domestic","Freight","37,729"
"2018 Apr 18 03:12:41 PM","Jan 2012","Arrival","Domestic","Freight","27,060"
"2018 Apr 18 03:12:41 PM","Feb 2011","Departure","Domestic","Freight","28,786"
"2018 Apr 18 03:12:41 PM","May 2009","Departure","International","Mail","949"
"2020 Jul 10 06:01:26 AM","May 2020","Arrival","International","Freight","83,806"
"2018 Apr 18 03:12:41 PM","Dec 2011","Departure","Domestic","Mail","3,422"
"2018 Apr 18 03:12:41 PM","Jan 2008","Arrival","International","Freight","46,107"
"2018 Apr 18 03:12:41 PM","Sep 2009","Arrival","International","Freight","49,242"
"2018 Apr 18 03:12:41 PM","Jan 2009","Arrival","Domestic","Mail","1,645"
"2019 Sep 27 07:57:24 AM","Aug 2019","Departure","Domestic","Mail","5,076"
"2018 Apr 18 03:12:41 PM","Oct 2006","Departure","International","Freight","37,607"
"2019 Jun 24 01:17:06 PM","May 2019","Departure","International","Mail","1,706"
"2018 Apr 18 03:12:41 PM","Aug 2006","Departure","Domestic","Freight","40,147"
"2018 Apr 18 03:12:41 PM","Mar 2012","Arrival","Domestic","Freight","34,680"
"2018 Apr 18 03:12:41 PM","Jan 2006","Arrival","International","Mail","548"
"2018 Apr 18 03:12:41 PM","Jan 2010","Departure","Domestic","Mail","2,623"
"2019 Sep 27 07:57:24 AM","Aug 2019","Departure","International","Freight","50,628"
"2018 Apr 18 03:12:41 PM","Mar 2015","Arrival","International","Freight","67,283"
"2018 Apr 18 03:12:41 PM","Aug 2010","Departure","International","Freight","37,311"
"2018 Apr 18 03:12:41 PM","Jul 2013","Departure","International","Mail","1,547"
"2018 Apr 18 03:12:41 PM","May 2008","Departure","International","Freight","38,660"
"2018 Apr 18 03:12:41 PM","Dec 2013","Departure","Domestic","Freight","36,529"
"2018 Apr 18 03:12:41 PM","Mar 2011","Arrival","International","Freight","54,594"
"2018 Apr 18 03:12:41 PM","Mar 2011","Departure","International","Freight","37,436"
"2018 Apr 18 03:12:41 PM","Feb 2008","Departure","Domestic","Mail","2,330"
"2018 Apr 18 03:12:41 PM","Sep 2013","Departure","International","Mail","3,384"
"2020 Feb 28 08:21:30 AM","Dec 2019","Arrival","International","Freight","71,979"
"2018 Apr 18 03:12:41 PM","Jun 2011","Arrival","Domestic","Mail","1,456"
"2018 Apr 18 03:12:41 PM","Jan 2015","Departure","Domestic","Freight","33,249"
"2018 Apr 18 03:12:41 PM","Jan 2016","Arrival","Domestic","Mail","2,613"
"2018 Apr 18 03:12:41 PM","Jul 2007","Departure","Domestic","Mail","1,425"
"2018 Sep 26 09:27:08 AM","Aug 2018","Departure","Domestic","Mail","3,285"
"2018 Apr 18 03:12:41 PM","Jan 2008","Departure","Domestic","Mail","2,537"
"2018 Apr 18 03:12:41 PM","Sep 2008","Departure","International","Freight","31,410"
"2018 Apr 18 03:12:41 PM","Mar 2016","Arrival","International","Freight","59,366"
"2018 Apr 18 03:12:41 PM","May 2013","Departure","Domestic","Freight","35,943"
"2018 Apr 18 03:12:41 PM","Mar 2010","Arrival","International","Mail","665"
"2018 Apr 18 03:12:41 PM","Aug 2007","Departure","International","Mail","1,115"
"2019 Aug 23 03:41:00 PM","Jul 2019","Departure","Domestic","Freight","34,233"
"2018 Apr 18 03:12:41 PM","Mar 2006","Arrival","International","Mail","671"
"2019 Mar 01 11:09:59 AM","Jan 2019","Departure","International","Mail","899"
"2018 Apr 18 03:12:41 PM","Jan 2016","Departure","International","Freight","39,561"
"2021 Feb 02 08:17:02 AM","Nov 2020","Arrival","International","Mail","1,335"
"2018 Apr 18 03:12:41 PM","Nov 2009","Departure","Domestic","Freight","31,890"
"2018 Apr 18 03:12:41 PM","Nov 2013","Departure","Domestic","Freight","34,119"
"2019 Mar 14 06:45:08 AM","Feb 2019","Departure","International","Mail","738"
"2018 Apr 18 03:12:41 PM","Dec 2006","Arrival","Domestic","Mail","2,042"
"2018 Apr 18 03:12:41 PM","Oct 2012","Arrival","International","Freight","56,285"
"2018 Apr 18 03:12:41 PM","Dec 2015","Arrival","Domestic","Mail","4,370"
"2018 Apr 18 03:12:41 PM","Oct 2012","Arrival","International","Mail","682"
"2018 Apr 18 03:12:41 PM","Oct 2016","Departure","Domestic","Mail","2,929"
